,Comment,Author,Comment ID,Like Count,Reply Count
199,Haaland fraud,/// PM,Ugz3JNc2Fq9xKQT93fl4AaABAg,0,0
200,"Where's Manchester United?
My favorite",ckng mad,UgwOXq0f2TmdLtawXud4AaABAg,0,0
201,Bro nunez is actually so selfish he takes of his shirt and screams like he has won the world cup and he gets happy for a accidentally handball he is actually such a weird and selfish man,musikauz,Ugxpn514BKxoX31RNAF4AaABAg,0,0
202,Never a penalty scandalous,dg tus,UgypIT7tU4lpyjjbT3V4AaABAg,0,1
203,Timo Haaland on the field,Moni Saha,Ugz1lCpEonA4w1nwd8J4AaABAg,0,0
204,"City vs LiVARpool
Annual Fixture where VAR FAvours curiously only go to 1 Team,LiVARpool
Coincidence,Corruption?😂",Human Beings R Thinking Beings,UgxsBSbwOxNGbJNLRZF4AaABAg,1,3
205,"as a city supporter, Haaland was absolutely shocking and shown no addition to the team at all and this is where he should of shined. Not looking forward to this next season",zBzaaR x,UgwKphe_s1VI935XNkp4AaABAg,2,3
206,I hate Liverpool for their mistreatment of black players and especially sadio mane,dean chiwalo,UgwJu8x0oMJALRUkR2l4AaABAg,1,2
207,محمد صلاح المصري,Omar Alswefy,Ugz90QvN6DTg_0XEoc54AaABAg,0,0
208,Beautiful Darwin Nunez!,Alexandr_Sakhalin,UgykvvQFdzPrmxHktcN4AaABAg,1,0
209,Brilliant Mohamed Salah!,Alexandr_Sakhalin,Ugz9sc1CYnFp7MhBEmZ4AaABAg,5,0
210,Perfect Fabio Carvalho!,Alexandr_Sakhalin,UgzDKYgH8mzjWTU4kRd4AaABAg,2,0
211,I just hope Ali and Diogo can be back to fit ASAP,Anthony Lioe,UgxUlfndVufzEweUqr54AaABAg,2,0
212,Beware of Haaland. More to come ..,Lalnghakliana Hnamte,Ugx-Az7JpWIK7bG_rmd4AaABAg,0,1
213,"What a game and a stunning performance for Reds in their 1st official match, also 1st goal for newcomer Darwin Nunez. Congratulations Reds for winning the Community Shield 😀😀😀👍👍👍🤝🤝🤝👏👏👏🔴🔴🔴",Nicholas Karathanasis,UgxZMj3JbiknHOkcisZ4AaABAg,5,0
214,I wached it yesterday but the thing haaland does is sad that is stress and i gave respet to haaland later he almost scored but hit the bar from two meters embaressing,Tobias Kwiczala,UgwoyiLsHEjEc9rTVal4AaABAg,0,0
215,Y N W A 🔴❤,Abhan Hidayat,UgxzF12VzO_vcbgV0mN4AaABAg,0,0
216,No Zina no party,Мирослав Зозуля,UgxwOw7gH0GrpUeKPRV4AaABAg,0,0
217,Anyone know why it wasn’t played at wembley this year? I’m not sure if it’s getting renovated or something,Kareem Wilt,UgyK-OKjJU2A_J_-cl54AaABAg,0,3
218,"Adrian plays on a ratio of 2:1. For every 2 saves, he makes 1 mistake...",bloomer234,UgwlbuHSZAQwDQIWXX94AaABAg,5,1
219,💪🏻iverpoo💪🏻❤️,Hisham salem,Ugzkx8xeCZUOaGb3epp4AaABAg,0,0
220,Gol city why ?,robin hood,UgxtQBR6b5X0DVuaTjR4AaABAg,0,0
221,"The ”its a tough one” on the pen is whats wrong with the game, we all have eyes dont need to downplay it",Kim Pettersson,UgwHkcv6aXctovQsjgJ4AaABAg,0,0
222,When salah has the ball it’s dangerous,abdelrahman yosry,UgweFKA5FS0nHSCHxbt4AaABAg,66,2
223,Sity turu,Yesterday,Ugwjs_TUX7BDbQeY5L94AaABAg,0,0
224,Mane 😔,Old days,UgyIay_PYUytVzkG2wV4AaABAg,0,0
225,"Nunes 1 
Haland 0",Tri Agus Tiyan,UgzY3NK0M-2k_76tZtV4AaABAg,0,0
226,BLAME STERLING!!!,Marco Hinds,UgzvqMiDso5SEUB1b_94AaABAg,0,0
227,Haaland looks super tired,Craig Scott,Ugz1qGd1b3GPwwgZwTF4AaABAg,1,0
228,Still can't comfortably beat Liverpool after spending the most cash on transfers and getting a new complete team... Klopp is the best coach at the moment... Pep is a racist🔥,Real Flames,Ugx5yR_cUt5n3iEEE-d4AaABAg,2,1
229,Haaland trash,Toto.Africa,UgytbxTufCY8u54T1bt4AaABAg,0,0
230,Who is TAA shushing? You still havent found vini jr at the back post you mug.,Daniel Munroe,UgxeXsa2eWL2-7vapfd4AaABAg,0,0
231,"shield is liverpool's, this season man city won't contends it's epl trophy, they 've failed to clinch the openly chances especially erig haaland, it was  apparently goal in ends time",Andrew Mbita,UgwmHB0si1a8W4EPfjd4AaABAg,0,0
232,H.L.0-1D.W.,เมฆ ลำมูล,UgweCcYmvntnnwAzU414AaABAg,0,0
233,Никто не заметил передачу Тьяго 🤩,Заур,UgxVYzdSMCKRFBEjnnx4AaABAg,0,0
234,❣,CHALLENGER FF,Ugy312z8-5xxSJs5Xc54AaABAg,1,0
235,Chelsea is my love,Dasha .B,UgwcgLLyNe4OVkTc_Fd4AaABAg,0,0
236,Any one else realise that Milner copies salah run up on his penalty,Skinner,UgzMNZ0wd0WlJ2JXcd94AaABAg,1,0
237,Better luck next time Man City,Ride with Job,UgySgZVdpVv2jn_fRQ14AaABAg,0,0
238,El Guardiola como siempre ha,Joel Gonzalez,UgyDC24IopvIkN2B3I54AaABAg,0,0
239,Nunez > Haaland as a City fan,Ni0n,Ugwiq953XiCKC6V2p4d4AaABAg,0,0
240,Alvarez underrated talent 💯,Ni0n,UgweXM3F9Etvvbqyh_F4AaABAg,9,0
241,Ends are important,Liverpool oman,UgwzkicZ34Yplw7rQeR4AaABAg,1,0
242,Shot win,Jayden Thompson,UgxYWYquS9nJ77lfDjV4AaABAg,0,0
243,Rupanya nunez ngefrank waktu melawan manchester utd di thailand,life style,Ugz0EqkXsFOw_aPMy9x4AaABAg,0,0
244,"If he works more on that touch, he will finally be unstable ..nunezi",Marcy21 Precious,Ugwj1k2phR35aOQSwDp4AaABAg,0,0
245,Salah celebrate like he never meant mane 😔💔,Kwesi toosii,Ugzui4o5Tm-r1b8Y-W54AaABAg,1,0
246,Haaland same difference as timo werner,Morgan Haraeb,UgzOmCSpBY_32g_lRaF4AaABAg,0,0
247,"This how salah is gonna play, he wants everything for himself 💔",Kwesi toosii,UgzMXr3zLoREK0G4Epp4AaABAg,0,1
248,"Hope Nunez can create his own goal soon,. if he do that he can be next Suarez",Deus Ex Machina,UgxEe3CuJq9D1ebVj1N4AaABAg,2,1
249,"They Didn’t pass to Haaland...?
Even all around the world knew he was a monster goal machine👍🏼
Few passes to him is POOR PASSED?
So Man City deserved it...",BenaLLi LK HsSnAMN,Ugza4EHR10TPtKg7lyZ4AaABAg,0,0
250,"Great players, great misses...Ronaldo would not have missed all those shots even now even with his age! Respect to him! Facts are facts and that is why Ronaldo is Ronaldo!",xboyPT,UgyihFY_PCL0kUSz-KV4AaABAg,2,3
251,Missing the champions league sadly. This is our first trophy this season. Well done,Portia Achumpo,UgyHwzF5phJ0f6ZifDx4AaABAg,34,0
252,26-27-28ประสานงานกันสุดยอดมาก,Manop Rattanakorn,UgwbrUe8ViCq-EE80mF4AaABAg,0,0
253,"Haaland missed two clear chance and doesn’t look bothered. Hes a mentality monster, will settle just fine in the league.",Nazmi Roronoa,Ugx9Wml5QQ5tjz4EdZd4AaABAg,1,0
254,"Great match, entertaining football, could have easily gone the other way. Love to see Darwin score, glad he’s building confidence. Haaland’s positioning is crazy even though the finishing wasn’t there today, he’ll be very dangerous going forward. Now on to the season!",Abhi Sarma,UgxKEqMZblotfy2c3xt4AaABAg,356,9
255,MU_nyuk lanjut puasa sampe zaman kembali ke masa zaman Batu.. 🤣🤣🤣,jkt 99,UgzKyZpFNpW10ZMXx8p4AaABAg,0,0
256,not the only nunez with a W today,Gee Kigh,UgyjkBnF4UQ-CYxHUbB4AaABAg,0,0
257,Darwin nuñez🇺🇾🦅🦅🦅🏆,Javier Moreira,UgwdsCsfBGQwXwTDLhJ4AaABAg,1,0
258,Salah is exceptional ‏سلامً علیکم always,No spice recipe,Ugz9Tp3Z747GphyYywd4AaABAg,6,0
259,Salah is a GOAT man jeez,Renol,Ugx1DYlCpdvbSt53Vgx4AaABAg,26,0
260,Still shocked how both clubs got humbled by a washed up Real Madrid team 😬😂,Aidy Gooner,UgxzbZzeUQdOctop5U14AaABAg,2,1
261,Haaland the biggest fraud in football history. City got scammed. Andy Carrol clear of this donkey🤢💩🗑️,P,UgwDNjahMoIxXeIxAI54AaABAg,0,0
262,VAR handball penalties are killing the sport,Cam,UgzpR56joVmjRpqQGTZ4AaABAg,0,0
263,Nunez🔥🔥🔥 salah🔥🔥🔥🔥 🔥,Mugi Santoso,Ugysegt7qbxKDGeC0Fd4AaABAg,1,0
264,Nice video greeting from Indonesian,Syamsul Petualang,Ugz3SWYL_oAE7npsj7R4AaABAg,0,0
265,"How do the two best youngsters from Europe go from the best to flops in a matter of a few pre season games? Come on you guys!! we have seen Haaland produce over and over again, do not doubt anyone just like that.",Piyush Goswami,Ugwu-3zOy1d-9g8fLhN4AaABAg,6,2
266,I dont see how City's goal stood.. He assaulted the goal keeper.,Sammie,UgwA4XNyc0sG0TT0SSl4AaABAg,2,0
267,As a Chelsea fan I kinda had higher expectations from haaland and seeing him miss a couple of chances kinda disappoints,Najah Saed,Ugz070Uv9Bqjizt9ShV4AaABAg,4,2
268,Nunez vs Haaland is going to be some rivalry 👀🔥,Simon Cowell,UgxXzAkFi-KUunC7aMR4AaABAg,1,1
269,Guys just watch the stewards reaction to haaland missing open net 🤣 ( they are  City fans i think 😆),INSIGHT ABYSSINIA,UgwSWuXbB6CY_XWNdVZ4AaABAg,1,0
270,haaland is controlled by begginer AI,djo lo,UgzYCVrEppwpXnF_PZB4AaABAg,0,0
271,Amazing sterling tribute by haaland,Yash Sawhney,UgyMK46X8tH78AgqcvF4AaABAg,1,0
272,best part of the match was Andy's shot on goal from 20 yards out with nunez and Salah open for the pass 🤣🤣🤣never change robbo,Kuroi Uzu,Ugx2UBchTmfI7BQdtuJ4AaABAg,43,1
273,"this game, he was Erling Haaha",Bavarian Army,Ugxu7ORykGRZcDK2aIR4AaABAg,0,0
274,who can tell me the commentator name?,Laksha Deirwa,UgzpFZSZMURpAJrozrh4AaABAg,0,0
275,Andrian confirmed that he is going to sit on bench this year too.,Saad Salam,Ugw93RpWeC9rHQwmNfl4AaABAg,0,0
276,Nunez 🔥 Halland will comeback also hopefully,Saurav chatterjee,Ugw9HiJUBae7A7J4kGR4AaABAg,2,0
277,Haaland will be another lukaku,Joseph Joestar,Ugyfvy840vJe7C2gknt4AaABAg,0,0
278,05:18 😅🤣,Zain Rifai Official,UgyjhrLPBvCA7JDiktB4AaABAg,0,0
279,Mohamad salah the king of Liverpool...,warnawan chanel,UgxChl8WnUbLER7ReeV4AaABAg,1,0
280,Mohamad salah the king of Liverpool...,warnawan chanel,Ugyy6f3JBhEvml4H3L54AaABAg,7,0
281,nunez 👍👍👍👍👍,Oğuz Şen,UgzyaoxLUleRIr6N7uR4AaABAg,0,0
282,Nunez is gonna be just fine at Liverpool 💯👍🏾⚽️🏆,Black Magic,UgzsMf5C7OhcHqgMDep4AaABAg,4,0
283,Halland just had a bad day bro,KINGJAYPARISH,Ugz56V6KNT69hT1kNXR4AaABAg,0,1
284,Não era dia do Haaland kk,Felipe F.,UgyIf8IM3bExNgYP2p54AaABAg,0,0
285,🇦🇷🇺🇾,Gonzalo Duarte,UgwfDs1LaEM3Ahmocbh4AaABAg,0,0
286,The Best Club 🌍 YNWA ❤️,Hakani Mateen,UgxUppK73YDB9ULcyoV4AaABAg,2,0
287,Darwin Nunez ⛳,Chip in4seven,UgzHBdqTBvx4bh_0Nmt4AaABAg,0,0
288,Timo Werner can breath peacefully after Haaland and Nunez missed those must score goals.,Fan React,UgxDNrbRBHHIAA3m7HN4AaABAg,1,0
289,Haaland tu n'est qu'une vache Norvégienne 😅🤣😂😁Haaland = bla bla bla bla bla fois 60.000.000 😅🤣😂🤣🤣🤣🤣🤣🤣,Tipster Prono foot Jimmy,UgzJcwMqmWiBhvHWx5t4AaABAg,0,0
290,Forward to 5.07mins for the highlight..,Matt Ford,Ugzo2O6ohvd33bkO-mx4AaABAg,0,0
291,5:35 best moment.,Nasi Telur,UgzDHf0N9WuSGZiG2VV4AaABAg,13,2
292,"I support Liverpool, but I also wanted Haaland to have that goal.",zen,Ugz3hlNfw3gjjcb4tWF4AaABAg,1,3
293,"Liverpool vs City games never disappoint. Delighted with the win, and here’s to a great season. YNWA",Slim Shady,UgyrQwydr_IrkLFj8tV4AaABAg,714,21
294,I think Nunez is gonna score many goals with the legend Mo Salah. I still can't understand how Haaland missed that open goal that was crazy! Time to get rid of Haaland from FPL team,iclark2400,UgzDTxZYR64s-ez_UjF4AaABAg,16,1
295,"Liverpool 3
Arnold 🏴󠁧󠁢󠁥󠁮󠁧󠁿
Salah 🇪🇬
Nunez🇺🇾
x
Manchester City1
Alvarez 🇦🇷",Cavalinhos do Brasileirão Série B,UgyqUBbyaGmvG2OJmxJ4AaABAg,6,0
296,I thought haalnad was great just unlucky day for him.Great positioning and run.,Dinesh Khatri,UgyAAwBNT9khAaQK-Ph4AaABAg,12,4
297,5:05 sewey hahahaha,qalam athaullah,Ugw3Wbi9i-gEjg3fcdJ4AaABAg,1,0
298,League Cup starts 8th and 9th November YNWA,Clifford Healy,UgwlzhFfmQ6HEWq2M5h4AaABAg,0,0
299,Liverpool look bit stronger from last season,warren atherton,Ugz_Qv2PPv-NU4n9EdR4AaABAg,3,0
300,"Супер,  спасибо! Я ждал обзора более подробного 👏🏻💪🏻👍🏻",Саня Aleks,Ugyu5f_x_kpazGpKvft4AaABAg,57,3
301,Sizin ben aminizakoyum İngilterenin kötü kupa maçında var var koca şampiyonlar ligi eleme maçında var yok,Enes Göl,Ugx4YkyZVVtDhLDCRPV4AaABAg,0,0
302,The Shield is Liverpool's!,Dexter Morgan,UgyannhDqcADY7V5_ul4AaABAg,17,0
303,Darwin Nunez he was brilliant we got the right player Mo Salah was as always brilliant great goal from Trent  Diaz he's was top Mo penalty and  Darwin winning goal  great  goal LFC ynwa,Balal Rehman,Ugwb6kjjQ1bO2DpGfad4AaABAg,60,1
304,Darwin Núñez looks some player! 🔥,Vineet Posani,UgxXQO8F4P9QFd8V8M94AaABAg,40,0
305,"congrats livepool ,from city fans 💙💙",Wong edan,Ugy6OIa-0R5dtrMSLiB4AaABAg,4,0
306,ฮาเลน เล่นในลีกอังกฤษดูช้ามาก ไม่เหมือนตอนอยู่ บูนเดส,ป้ายโฆษณาแอนด์สกรีน อาร์ต,UgwYIARQzq9Bb1t1_k14AaABAg,0,0
307,Salah was selfish with that first chance.,SUNS3T VIBES,UgwSMwMCCWX9LKazG-94AaABAg,1,2
308,"Hahahaha Citeh fans just amazing, Haaland missed open goal, wonder if soon there will be contents about he is a flop. Nunez got a lot when he didn't score on 2 first FRIENDLY games",Juv Indo,UgztWxKQAShV2M1tzJ14AaABAg,0,2
309,"Congrats to Nunez on his first lfc Trophy 
🏆❤️🇺🇾🙌🏾
And Big congrats to the whole Liverpool Team 🔥",chilaka ikechukwu,Ugy1a5mdYPd50-5vxet4AaABAg,5,3
310,Haaland last miss 😂,Nick Prayogo,UgwwHgX62S6PudW-LxN4AaABAg,0,0
311,Quickly takes Halaand out of my fantasy team😂,tindo tare,Ugzg-HmeC6afUfm_RSF4AaABAg,12,2
312,He out-Timo Werner(ed) Timo Werner. I don't believe it,Smart1529,Ugy6N7HPRKxxdEIKZTZ4AaABAg,0,0
313,TAA drew 1st blood but not much said. He is great as usual.,subramaniam kmathvan,UgwWr5u7p1joFGPZHph4AaABAg,6,1
314,"Darwin ,Carvalho and keita played really well off the bench. 
They are so much more direct than Hendo, Fabinho , Firmino. 
I think Nunez is going to score alot of goals but Carvalho will be the outbreak player",Llewellyn James Kinnaird,Ugz6at5g5bwj1w6APBt4AaABAg,234,1
315,"Can we clone our midfields? Thiago, Hendo, Milner and Fabinho.......😃

The backbone of our squad🤩🤩",m,UgxMXipMoDZKIysNUbl4AaABAg,9,3
316,"Klopp titles completed🥳🎉: premier league,carabao, FA cup, Champions league, Europe super cup, FIFA club world cup, charity Shield  7 titles very complete. Unbelieveable 😁👍👍👍👍",Erwin Kaka,UgyZJw8aDsSU6DYrNM54AaABAg,77,10
317,Can’t  believe,LT FAMILY,UgyhVJUY1qS7Bp8F2DZ4AaABAg,0,0
318,Salahs penalty was top quality!!,Thomas Wightman,Ugy82-ZMLR0W_aVs3ld4AaABAg,28,0
319,"Коли був Зінченко краще в захісті було, Гвардіола зробив дуже велику помилку, щоб продати Зінченка.",Юрій Іваниш,UgxXwcQ5DTks0DL_WWl4AaABAg,2,0
320,This right here tells you what is like playing against madrid that's why we call madrid the king of Europe 😂,Tony Dize,UgxWC7zHGsVn6RVn8BR4AaABAg,0,0
321,Wow.      Just WOW,Sam cobby,UgztpsAX_alOzOXeH7N4AaABAg,0,0
322,Haaland tranper gagal,faris kasandra,UgzdJ4WFE5LEMYp7hnV4AaABAg,1,0
323,"2:28 this part looked like Sunday league football , awful defense horrendous finishing.",JeoRG J,UgxBb6hgj8VjBf7ziQJ4AaABAg,0,0
324,LFC,Channel Settings,Ugx4sDgeAhNDf8HNsYt4AaABAg,0,0
325,City should work on their defense,Jeffrey Elegon,UgzingRhqA7904z0yt14AaABAg,0,0
326,This could be Ibrahimovic to Barca all over again. He will score goals but he won't make Pep's team better cause he doesn't fit in the system.,Edgar Panganiban,UgysQ7hJRwwCm7HCH5d4AaABAg,26,0
327,For city’s goal it shouldn’t of counted because Adrian had 2 hands on the ball. Glory glory lfc,Ted Mills,UgzE0mwhhpYT6_BlxDN4AaABAg,13,1
328,"I think Haaland will do great, but it wasn’t his day. But can’t wait to see the race for the golden boot",Smalltalkgaming,UgwD57aIGzmNQwWcaRV4AaABAg,30,5
329,We are the championnnn!!! Ynwa,อำนาจ ภัทรพลกุล,UgxGvQQUUZiEH1IJjVh4AaABAg,1,0
330,"Man City lost, No Sterling haha",johnson,Ugw8M3apWWeKKqGoKHF4AaABAg,2,0
331,It's 3:1 and the shields is Liverpool's,Boakye Mark,Ugy2kegb5xBd-GsDL-J4AaABAg,3,0
332,Hahaland 🤣🤣🤣,Aan Septiansyah,UgwfkpYU8BtvjsUrMFx4AaABAg,0,0
333,Haaland=Brazzers,Haria Sandman,UgzcyRYMezp8A3a7ZJR4AaABAg,1,0
334,Think the Premier League should just drop the other 18 teams an just have Liverpool Vs City every week. Not always do the top 2 teams produce great games against each other. But these 2 produce fantastic high quality games against each other again and again. Just enjoy this era why we've got it.,Wesley McGlone,UgwmHdhyhmMKZhlHBIJ4AaABAg,13,5
335,Harromi Liverpool 👍🏻👍🏻👍🏻👍🏻 Ablah Arnold 💥💥💥💥 Dalbayop Darwin Nunes 👏🏻👏🏻👏🏻👏🏻,Arman_Shegebaev,UgxoDDqqFvLaex-2vzF4AaABAg,2,0
336,"Last season I was right, Man City league, Real Madrid champion, Liverpool FA.

This season 
Liverpool only community shield 
Liverpool will finish 3rd or 4th",II Parachute Regiment,Ugy98DxGWQKK7EG7Vyp4AaABAg,0,1
337,"Mo did every thing , he became a world play maker and looks as he play in training time. I think Nunez will score many goals with Salah.",Khl Kfg,UgyvHXi5E5se5CeuNxJ4AaABAg,411,15
338,"Nunez Salah Alcantara and Diaz will be our best players this seaaon i feel it, all guys will be great even our young players they are really brillant, we have a strong abd complete team. Adrian was amazing yesterday👏👏👏we can rely on him. Beautiful win to begin the season and hopefully we will get more trophies than last season💪🔥",Gorbi Norbit,UgxsN86WCfUuOYSkeSJ4AaABAg,61,8
339,Class performance GK from Adrian..,Cahyanto Budi,Ugwa-O4NY7E-u44rgZ54AaABAg,32,0
340,What's crazy is they would've been all over Darwin if he missed that but because it's haaland it's okay... Hate this bias media🤦🏾‍♂,Info Publik Riau,Ugw7rs6dyIEoAhn6p7Z4AaABAg,1,1
341,What's the commentators name,Dida,UgxdyIH7cTb3ZXvYX294AaABAg,0,0
342,"Adrian underrated bro, he's getting more and more better!",Drakusorz,UgyqCH5UYYfuR0tgFLR4AaABAg,8,3
343,Was doubting Nunez if he will be ready to do his thing in the EPL. Man has me eating humble pie here as he's the reason Liverpool had a penalty as well as getting a goal late on to ensure the victory. Man City were not at their best but we shall see next weekend what will happen,Lindokuhle Ngcamu,Ugw06ow9vMQXhDoVImd4AaABAg,81,9
344,"100m for Jack Grealish, let that sink in!",ImNotRacist IHaveColourTV,UgwKidQky_Z17SoxukN4AaABAg,18,4
345,"Who thought Liverpool would win 
Le me being a Liverpool fan : not me 😜",Ayesha Ad,UgzDT2DLyodwstm67Ll4AaABAg,1,0
346,Adrian G O A T,Ethan LAM [09F],Ugzu6sB5IJZ6e1y4l8p4AaABAg,7,1
347,What's crazy is they would've been all over Darwin if he missed that but because it's haaland it's okay... Hate this bias media🤦🏾‍♂️,hipster 87,UgzbxISHm5IGYuN1bhB4AaABAg,265,19
348,"City would want to win the champions league & then the Super cup & then the Club World Cup aswell ... 3 trophies they haven’t won by the way !!! REGARDLESS IF YOU WIN OR DONT WIN, ACCEPT YOUR MEDALS YOU ARROGANT BUNCH OF MONEY GRABBING MERCENARIES .... ABSOLUTE INSULT TO THE “COMMUNITY” & CHARITIES THE MATCH GENERATES MONEY FOR ... BUT I GUESS THIS MATCH ISNT WORTH BREAKING FFP RULES TO WIN IS IT 🙄🤣😂🤣😂🤣😂",DARREN GREEN,UgzQsotMLFMFb7U2wY94AaABAg,0,0
349,Man City handball penalty appeal was not included classic liVARpool🖕🏼,LiveAlive,UgweYW3b5jXRxrdsBRp4AaABAg,0,2
350,erm Haaland was bought to score goals like that,Ndiripo Simbi,UgxUQee-DHZDkhJ9hb54AaABAg,4,0
351,It's refreshing that Darwin Nunez adding a different dimension to our strike force. And he scores a lot of goals when coming off the bench.,Unathi Messi,UgyGeBIQwW45L9Y289d4AaABAg,545,20
352,I do love the fact that everyone slagged off Nunez for missing some chances but now Haaland has missed some it's only pre season excuses are here.,Captain Scarlett,Ugwg1x8mZ_gEf5WDJFV4AaABAg,1765,82
353,Dolph ziggler missed a sitter😂,Adedolapo Adesoye,Ugxb9hdxW2KITK-8got4AaABAg,10,2
354,Who is that lady in yellow?,strive ng,UgxFnyd43dceuNyf0IB4AaABAg,0,0
355,hala madrid...,Jhones Jekson,Ugx1S78bdIQQJ_bwiVB4AaABAg,0,0
356,"Watch the steward's reaction at 5:15 I think he put a bet on Haaland to score. 
He's at the bottom right of the screen.",Sounds of YeaziBa,Ugw05AUnB-zWO9Z6rfN4AaABAg,113,10
357,"this shows the quality difference between the premier league and any other, haaland looked like a championship player, didnt look like he belongs at the top",Relaxed Rhino,UgwVPCoJnQvwnv01PR14AaABAg,13,17
358,wow,Waskita Utama,Ugy_owXiZQMXlk4yHY14AaABAg,0,0
359,Thank you for uploading with commentary from someone who isn't Martin Tyler,Sounds of YeaziBa,Ugy7S1lTOIZj-B0VJLB4AaABAg,13,3
360,HAHAHAHAHAALAND😂🤣,Lukman Hakim75,UgwtwmAYOOYVGxhVsOp4AaABAg,2,0
361,Bruh,Shrek,UgzuRj8duIMsN6iu9_94AaABAg,1,0
362,halland cuma ngukur lapangan doang,ucup Zharki,UgyI4EDnj6VH8AqjKlJ4AaABAg,1,0
363,Hahaha Land! 😂,Erwin Wibowo Official,UgxyhN7hJxo6uQZSmOl4AaABAg,4,0
364,still lost to Real Madrid tho hahaha,Rajdeep Singh,UgxbYIwDsycAbeVW1NZ4AaABAg,0,1
365,Thank you for the highlights.,anthtan,UgwUEqGHV3PGKk4wJSd4AaABAg,4,0
366,"Ingiliz klupleri, diger liglerin icini bosaltiyor. Barca bile leedsten transfer yapiyor yildiz diye.",Tugay P.,UgzIPIIfGXkwvXZLiyZ4AaABAg,0,0
367,Sterling Haaland.,Fajar Putra S,UgwFdrRXuOgsMFos6vV4AaABAg,1,0
368,so no one is gonna talk about how james kneeslided after he made a pass???,Hans Zheng,UgxJPVlk2DnifJINyPd4AaABAg,1,1
369,Darwin Nunez > Erling HaaLOSEland🤡,XamLee,Ugz8qhG2sit3AcSx_rJ4AaABAg,0,0
370,Cry all you want city fans.. Haaland flop,Bee Fung Chim,UgyyHCgaq1w11Eh5cUJ4AaABAg,0,1
371,Man city played well than Liverpool,Mohamed Tarek,UgzKFz1F4VAjxq1_LbF4AaABAg,0,4
372,Did you know that Liverpool cheated to win the FA community shield,Alan Gaming,Ugzxq0N2Y9YNd0OfsUF4AaABAg,1,0
373,5:06 : Timo Haaland 🌟 ..,Apples Oranges,Ugx05M6_ezxjLVyzD2F4AaABAg,10,0
374,New Liverpool will win cause I support them crazely,Alaister Shakerley,UgwhstLboNNxrOwg9694AaABAg,5,1
375,The Settlement Merchant Puhammad Palah is back 🤭🤭🤭,Nithin Neyyan,Ugwia_gbyu_-tH5luw14AaABAg,1,3
376,Haalland here  is premier league  bro have be strong 💪,Lifestyle Lifestyle,Ugzzq2NeH4rCd62dxZ14AaABAg,3,0
377,Timo Haaland,SWISHSLAP,Ugwi_JCK60HDGQEjY1l4AaABAg,0,0
378,Criticism towards Haaland will only make him destroy the EPL even more,Batista,UgxHn_uARgc7jO0GX-x4AaABAg,27,16
379,Keren sih Darwin Nunez baru masuk Liverpool Udah menyandang trofy❤️,ilong MLbb,Ugw0cha5V1As_7b-crF4AaABAg,11,0
380,Subscribe please🙏🙏🙏🙏🙏,Zadka sports,Ugy1XJjoeafNFq4LOsB4AaABAg,0,0
381,entertaining gameplay from both sides..,Noorulamir Fadli,Ugx6oUNnDNXAW5UcS1B4AaABAg,11,3
382,2:02 Haaland can't use right foot to finish.,FreShDoGZ,UgygdPIjaSNIHKwVLcd4AaABAg,15,2
383,congratulations to Liverpool,Gamer Tiger Bonsu,Ugy8HyH88aBK57PM5Hh4AaABAg,10,5
384,"Haaland doing his service to the fans, ensuring Sterling wouldn't be missed.",MTB 7,UgwkP_WXACDTzaUuF414AaABAg,313,23
385,pause at 1:55 mahrez pass to grealish was on.,FreShDoGZ,UgwO5AmuE6HXk1okT8p4AaABAg,0,0
386,Haaaaland was mad comical😂 i got choked laughing at those sitters mahn😂,Remita Collins,UgyYfQNljgJZa_6XNzZ4AaABAg,59,13
387,Isn't this the Chelsea commentator?,Iiro Valtonen,Ugyx8X8MpSUa78fcwrx4AaABAg,2,1
388,HAHAHHA LAND,SA lembatamanisle,Ugw-yztTFupLQDRJXch4AaABAg,8,1
389,Salam dari 🇮🇩🇮🇩🇮🇩🇮🇩,RIDHO,Ugx9nu10Xm_m7WEisHF4AaABAg,1,1
390,"My life has totally changed since I started an investment of $ 6,000 and now earning over $ 57,000",Richard Manson🇺🇸,UgwEBMc8DL4AcSo2pEV4AaABAg,18,29
391,FINALLY not the martin tyler voice,Ahmad Burhan Habibi,UgywC_XXXWx8br6Fz6p4AaABAg,31,8
392,Darwin Nunez what a signing signify by JK. HE'S SUPERB AND TALENTED . Super natural striker pure . Will train more under superb Manager . Since 2005 supporting this club,Muhammad Nizam,UgyVEJHbiCMCWYexwkd4AaABAg,39,9
393,Reds 🔴🔴🔴,SuuBanzz,Ugy2-0LSk3RPxI1l4k94AaABAg,6,0
394,"All this celebration over a mickey mouse pre season cup, acting like theyve won something major",Swanny94,Ugza0C6qRvlI_Q6e6Hd4AaABAg,6,17
395,Not bothered about this friendly. Losing against Leicester didn’t affect us that much and they showed me enough to know we’ll be ok this season. Would rather beat Liverpool in a game that actually mattered ;),M I B,UgwTgQYnD6dPOmiYN5l4AaABAg,11,10
396,Up the reds! 🔴🔴🔴,George Sharman,UgwKUhyAsbL-_rEuDf94AaABAg,14,12
397,Nunez,EXPlay,UgyG90RU_bx_GFgBP0h4AaABAg,6,0
398,Nice,Risper Apuko,Ugz_FtlrDKgxhqnMEUt4AaABAg,3,0
