,Comment,Author,Comment ID,Like Count,Reply Count
31,"Those 2,3 months Barcelona were very scary, destroyed almost everyone",Virtual realistic,Ugx9YyYuGVS-Y_1C1ZB4AaABAg,9,0
32,لاعب اوبا,محمد اسعد صاحب,Ugzr65t7CLtDN8yoQNF4AaABAg,2,0
33,como lo habeis alargado a 10 minutos? O.o,Luismi Diez Jorrín,UgwxlDduFguELUs6Xdd4AaABAg,0,0
34,"Pedazo fichaje en invierno y delantero centro ,Aubameyang en su recreo el Santiago Bernabeu,Aubameyang en su paseo el campo de Mestalla",EURO 2008,UgwqlryAdeE21XH5rTh4AaABAg,1,0
35,Why is there a pedri goal in there,Michael Frances,Ugy4Xas56q_AhbXVhgV4AaABAg,0,2
36,aubagol🤟,Rizky Pratamaa,Ugxoz3fvJ3oLi2kXl7R4AaABAg,1,0
37,Dembo+Suba= goal,Juan Carlos  Pineda Calles,Ugyc7f7SdxFONhRH6Fl4AaABAg,2,0
38,Auba + Dembelé is insane🔥🔥,Nelson Gómez,UgwAVAixAFg2jxUk1tZ4AaABAg,17,0
39,Lise öğrencisiyim 11'e gidiyorum. Aileme yük olmak istemiyorum YouTube'dan harçlık çıkartmak istiyorum bu kadar insandan 5-6 kişi bile görüp takip etse çok iyi olur. Şimdiden çok teşekkür ederim. Bunu sürekli belirtiyorum samimi kalın en iyi dostunuz kendinizsiniz kendinize iyi bakınn,DM,Ugx9YICp2lQcpVm1nr14AaABAg,0,0
40,"‏إلى جماهير ريال مدريد؟

جوتا جوردي ( CHTV ) : "" إذا هزمناكم 4-0 في برنابيو بهذه الوضعية للفريق ... تخيلوا أنفسكم مع التوقيعات الجديدة. جماهير ريال مدريد ، هل تخافون من برشلونة الجديد "" ؟",افلاطون HD,UgzAie-8P1GSg5edNO14AaABAg,2,0
41,🔵🔴🔥,Ervis Hoxhallari,Ugx2NnldX9epRChDdT94AaABAg,0,0
42,dembele. Lewandoski. Aubameyang,Gringuito_Culé,Ugw9-9EIXP6YheNAy6Z4AaABAg,3,0
43,Aubeyang is so underrated nobody expected him to join Barca but wow he surprised everybody with his golazos 💪🔥🔥🔵🔴,AP Music,Ugw4q8tOYsys94wtj_h4AaABAg,32,0
44,Vamos el barca,Antonio Cayuela stiuca,UgwUKUIOFEE5ue2jtS94AaABAg,2,0
45,Waiting for dembale+ Robert +ubamayang Trio***,Shahi#,UgyfjTYLx-fTIANXKkp4AaABAg,0,0
46,great*,Shahi#,Ugx1vzpJEO0MO1WTYaR4AaABAg,0,0
47,The 3rd goal from Auba 🥵🥵🥵,Abdul Hummam,UgxWgXWLybzlTe55Ead4AaABAg,2,0
48,Tremendos delanteros que tiene el Barcelona.,FERRARI,UgyO1hG2fgNC0PTHFhN4AaABAg,1,0
49,8:31 Ouch,BOT KOKO,UgwDC4tlXrFRk6TsK0V4AaABAg,3,0
50,11 goles en media temporada 😳😳,Joshua Fernando Martínez López,Ugxz4g-LnYIKgZUj7xR4AaABAg,5,0
51,💪❤️😍,Christian Sera,Ugzw7UCoHZFWRFx29BJ4AaABAg,0,0
52,Auba 🥰🥰,jeremie cooper,Ugzzp9eIFHhNbOJk4DJ4AaABAg,2,0
53,El 3⁰ fue Pedri jaja,Manuel Borja,Ugw8FN_nJ7F6mgkPT-x4AaABAg,2,0
54,Aubameyan le va a peliar la titularidad a Lewandowski o los dos también puede ser,Alfonso Catun,UgyTr_OyXd12P6qZOBt4AaABAg,9,1
55,"If anyone starts dancing, Alves is there to jump in",- LoCo -,UgxSBw1FOCslNo65jO54AaABAg,15,0
56,Classic 🔥,Friday Ogbonna,UgwdChmoSqickgDQBQV4AaABAg,0,0
57,Crack 👏,Tony Balbu,Ugy-WfKiAj-FhSfzW7B4AaABAg,0,0
58,"Check our this season’s Premier League stadia.

https://youtu.be/GsCfxoFwGuk
🤠",Football Shorts,UgzxxOHpP9SkH-rERS54AaABAg,0,0
59,"11 goles en mitad de temporada, si llega a estar entera con Xavi al mando... que miedo la temporada que viene",Napalz,UgzrDJOrxCbf7l3DY_V4AaABAg,16,0
60,Hay que meterle goles a messi para que mucha gente vea el video,Revan Revan,UgxK4zSP7brnWPiCA6N4AaABAg,3,0
61,MVP,M A,UgwdEP8yJqhYZHlBENN4AaABAg,1,0
62,Pedri?,Thamar Miguel,UgxElfx0Q-c8q0mxcAF4AaABAg,1,1
63,Las celebraciones entre Auba y Alves 😂👌🏾👌🏾👌🏾👌🏾,Jamal,Ugyv0zK9PJTKL9KbELZ4AaABAg,16,0
64,Dembelé + Aubameyang = 🔥,Albert Moreira Ferrer,UgxizoZT45hqervLQ7B4AaABAg,79,0
65,"6:12 Vasquez be like ""Okay dude!"" 😂",Guy Landry,UgyBW4K5Bd5wzWKVJbd4AaABAg,15,0
66,"Aubamayang is an important player, I hope Xavi uses him wisely this season.",John Blessed,Ugwdf_dRpNpJmzMLSPl4AaABAg,64,1
67,Best winter signing ❤💙,Said Khazri,UgzT3ue5rSsyBdQx-Bd4AaABAg,29,0
68,¿Por qué ponen el gol de Pedri si el vídeo es Sobre Aubameyang?,Daniel Fuentes,UgxlOpk9rl_KwkKp9gZ4AaABAg,5,2
69,Came on mid season. Took us from 6 to 2... Brace in El Clasico. What a player!,Jannatul Alam,UgyD5JN0XDeeBZjgco54AaABAg,136,0
70,My favourite football player 👍👍👍❤️❤️,Pongying Konyak,UgwHySfK6Go1SPzMpGl4AaABAg,6,0
71,Arnau Tenas: AubameGOAL,B. Davín,UgzVR6r2_EQhjokF0tR4AaABAg,5,0
72,It's just unbelievable somehow Arsenal couldn't even extract a penny out of him or sale him and had to terminate a contract of such lethal goal scorer..Same situation with lewandowski and Bayern squeezed as much millions as they could. But Barca do get two top quality proven Strikers ..,Prabal Deuba,UgwlsQ4oorbP-hkle5B4AaABAg,87,2
73,This music is very fire 🔥,Yfps27,UgylsMvs4lg6-QMKFux4AaABAg,0,0
74,Genius!,Mr.Batracio 007,UgwRgQO1R_RWVdhmRe14AaABAg,3,0
75,Admin pin this chat ❤️👊🏻,Omar Sharif Ali,UgzA8NbcNz4BPhSUBzx4AaABAg,0,1
76,5:40 Real Madird 😂😭,Ara 70,UgzwgEYrTymPT0-y7y54AaABAg,7,0
77,From braitwaite to aubameyang and lewandowski 🔥🔥🔥,AUBAME AUBAME,Ugyw8v1Kf38-mphmg5J4AaABAg,57,5
78,El mejor jugador del mercado de invierno,Anthony Wila,UgzAGBa6MgNZ7LpNp2N4AaABAg,255,6
79,Hello! Barce family 👪 ❤,Ahmed Yusuf,UgzpDJpaMDdgmCqYii14AaABAg,4,1
