,Comment,Author,Comment ID,Like Count
49,"HUMARE GHANISHT MITR SHREE TBONE BHAI KE JANAMDIN KE AVSAR PE UNHE SEH PARIVAR KI OR SE DHERO BHADAIYAN EVAN SHUBHKAAMNAYE DETE HAIN. AP UH HI HASTE RAHO , SUKHI RAKHO AUR HUM ASHA KARTE HAIN KI APKE JEEVAN ME ESE HI KHUSHI KE PALL AATE RAHE.
TBONE BHAI J J J J J J JJODDDDDDDDDDD JO JO JODDDDDDDDD JAAWWWWWDDDDDDDD LALALALAJOODDDDDDDDDD JEWDDDDDDDDDD",Rayu,Ugx0pyqScMetd9_Zwgx4AaABAg,0
50,"Tried controlling not to laugh , but 5:08  😂😂😂😂😂😂
Tbone never fails to entertain . 
Much love Tbone ❤❤",Phoenix op,Ugxi3gwlLUyI7aQoaUJ4AaABAg,43
51,Fa2 ko kitna toda re baba 🤣,Pranam1of1,UgyELvx2uZX9L2IrjwV4AaABAg,0
52,Triggered ke challenge bache dekhte 😂 legend watch this shit 🔥🤣,the toxtal,Ugz5MTYfFRZt8-4DcIp4AaABAg,1
53,Koi bhi video me binks ko kyu nahi dalte thumbnail me tbone vaii🙄,Bhavesh Chindaliya,UgzB9KI9jOjiOnpjPh94AaABAg,1
54,🐐,Sourabh Jain,UgwCSs-85-d3xGIe_Oh4AaABAg,0
55,Song name in the end?,utkarsh malviya,Ugyg0E-m2mICoDOjB754AaABAg,0
56,Kinda cringe and unnatural nowadays. Missing when only tbone fa2 used to play and entertain naturally,HaRd1k zZz,UgzBPA1wcc8QgGH6gzJ4AaABAg,5
57,"4:45 se fa2 ko todna start hua  next 2 minutes tak, Maza aa gya 🤣🤣🤣😂😂😂 @fa2 0.5 ki lulli 🤣🤣🤣🤣🤣",Arjun Devra,UgzAiW8bPoFvzMehVoh4AaABAg,9
58,𝐅𝐚𝟐 𝐤𝐨 𝐢𝐭𝐧𝐚 𝐦𝐚𝐭 𝐭𝐨𝐝𝐨 𝐫𝐞 𝐛𝐡𝐚𝐢,GURU AZZZ,UgyR7fMubRSvgls8piV4AaABAg,0
59,6:16 sniff sniff moment,Sarthak Deshmukh,Ugymesbp9LTaLvLM_Ul4AaABAg,6
60,Ye Binks chakka khud toh boosted hai doosron ko noob bolta hai 😂,HARDY,UgyV-FAKYwLFQ1181TV4AaABAg,0
61,Tbone ko sab pata hai fa2 k size k bareme,UnfixeD LaG,UgwaZXvhym6SEiez9Tx4AaABAg,0
62,Sound effects barabar hei.... But transistion ganda kiya iss baar...  Aur edit mei maza nhi arra ....jin jin clip pe focus karna tha woh nhi kiya... Faalthu ka time le liya dusre clip ne,Rathan Raj P B,Ugx7JTRhvAP7H8FXne14AaABAg,1
63,Jod video TbOne Bhai,Tiiktok,UgwQljgP-jKrd3_MeER4AaABAg,1
64,Fa2 😭,ahsan mirza,Ugw1ufR_VnX-2kTjaot4AaABAg,1
65,Tbone bhai laut aooo😭😭😭😭😭😭,GURU AZZZ,UgzULytJ1F373oUq5XF4AaABAg,0
66,5:55 fa2 ko jo toda 😂😂,Debarjun,UgzvQ8W3OjWUmc9dE194AaABAg,2
67,Legit such a funny video btw love u tbone bhai😂❤️,Destroyer Gaming YT,UgwsUJLlLu57Js5D_qp4AaABAg,7
68,Fa2🤣🤣,antu,UgwsrG0hU3bEsu-CcHh4AaABAg,0
69,Fa2 was definitely harmed during this video 😂🔥,Shree Hari,UgycUH9zKWAIsF9QPPJ4AaABAg,13
70,Happy Birthday jodd ❤️,CYBER GAMING,Ugxc067pQIwd8pHJFjd4AaABAg,1
71,"*58:53*
*Let's take the moment to appreciate how much effort he puts into his content for us*
😁",⛔️LIVE CAM & [S]E[X] - CHECK PROFILE⛔️,Ugwt29DZmDFDz5OS5It4AaABAg,6
72,Tbone Bhai Jod 🚀🚀✨✨❤❤🇮🇳🇮🇳,Aayush Rawat,UgzSsRU3hGITcxdTY914AaABAg,2
73,Justice for bunks vai in thum🤡nail,Shourya Gupta,UgypjCGMgWFMwjvKReN4AaABAg,4
74,N.... wala epic tha 😂😂😂😂 Op Highlight 😂,Jinesh Luniya,UgzDDBr5azM6cfyW_Md4AaABAg,2
75,Fa2 bhaai dil se bura lgta hai😂😂,Mathew Daniel,UgxlHG0R0RJNYTGZEll4AaABAg,0
76,That ZIPLOCK was on next lvl 😂😂😂😂🤣🤣🤣🤣,Gamer Electra,UgyWnCCShAy6opxrFCN4AaABAg,75
77,outro song anyone?,Ashwin Divakaruni,Ugy56TW_3_6t6M_2val4AaABAg,1
78,1:56 😅😅😅,Flash ******a,UgwZPlvuuIVZUyCWF0N4AaABAg,2
79,"haffy birthday joddd <3

btw bunks thumbnail meh nhk ? hahahahhaha",CJ op,UgxQBewv3GqJvNxR89Z4AaABAg,1
80,😂😂jood,Rahul Singh,UgwMSwsYZw3obQ2GogN4AaABAg,0
81,Konse day ki stream h ye date bta do,Nandu,Ugyl-C_aVG8KjTsiNXR4AaABAg,1
82,Stream link please?,Pawan,Ugzg8jpnDfIdMdhLHiR4AaABAg,0
83,0.5 inch 😂😂,SPARK PLUGGED,UgydS-P7aR1H4F2i9c54AaABAg,0
84,Editor badlo tbone bhai rk hi style he uska edit ka boring hota jaa raha he yeh videos,AKASH BALAJI SVNIT,UgwF9SBT-i5VphXLTKd4AaABAg,119
85,Heavy bhai,This is Us,Ugy9RD56frUL1jPvSrB4AaABAg,0
86,babaji ki booti .....,Illuminati,Ugwyu6FRmeuzQB0eKxh4AaABAg,0
87,Ye Badhiya tha Guru 😂😂,Steal7,Ugy0FNwvBSFf-SXJimF4AaABAg,1
88,The cun-dome part!!🤣🤣🤣🤣,Jatin,UgxIRaliR7oeaIaKr3l4AaABAg,1
89,Thailand mein Taffa Taf🌝,The JKTraveller,UgwCprOjj9qGb4auY_V4AaABAg,0
90,Fa2 was not harmed in this video 😂😂,Harshvardhan,UgzZQAYSeexbwwXT_eJ4AaABAg,22
91,"No ""FA2"" was harm in this video 😂😂😂",Vikas Lamba,UgyJ8PrIv2XT2T1uTfN4AaABAg,8
92,Happy Birthday tbone bhai ❤️,Aditya Jagtap,UgwD7taxaEsw26EEVcB4AaABAg,4
93,"Bhai fa2 ka bura laga ree bhai"" 5:32",Sn00p,UgxwUle77WorqbmWox54AaABAg,4
94,"10 times Bhadwa, kya haal hai 😂😂😂",karamjit singh,UgzwfaAV64n--oAxt394AaABAg,1
95,💀,Aakash Dhamija,UgzpNNJ1f2nE83lbsMZ4AaABAg,0
96,Stream kidhar hai vai 🥲🥲🥲🥲,Piyush Patil,UgzbMTk6rZW8pYizPEV4AaABAg,0
97,Tbone ka aim joddddddddd,Gaurav Trivedi,Ugy3aVW4cts4tL1hyqV4AaABAg,0
98,Yoo,Cypher,Ugx6Kz4b4LkS2yNP7rN4AaABAg,0
99,Frist joddddd 😳,Mithil ,Ugxo5XGHw_Z-cBqo3rl4AaABAg,0
100,Big fan sir.. One like plzz,MANISH DAS ADHIKARY,Ugwo7UeRsXmTEzbYiq14AaABAg,0
101,17sec only 😀😀,Katappa Chauhan,UgyHY8NgXhP6JN6BELJ4AaABAg,2
102,"Use me as ""Viewed with an hour button""",Rakshit Meel,Ugwl8ApgQ-UIvpwbdmx4AaABAg,1
103,Dhania 3 or wot,Sujal Gajjar,UgyS6Vkna7QlhyNKh-J4AaABAg,0
104,Bhadwa prasad iz back,Saumil,UgzyG-XDW1B9YQ0Lrdh4AaABAg,0
105,Jod bahi,Aniket dabral,Ugzh341brHEw2bqnuud4AaABAg,0
106,Jodd,Varun Vasudev,Ugx3RACQbK1eDBHC-p14AaABAg,0
