,Comment,Author,Comment ID,Like Count,Reply Count
59,"My name is ""because""",Vikas Rawat Himal,UgwC62SdFrtLxIGgRtV4AaABAg,1,0
60,You should the new meme next time (dont limit the cross) 😂,Kainat Tufail,UgzdpxqgiMsFLoFzy8x4AaABAg,0,0
61,feeling good ...you is the beacuse😁😁,Anandam,UgzTD002MKobmmOLQvF4AaABAg,0,0
62,"I love this channel, Tanmay bhai
""You is the because"" 🙂",Ayush Pandiya,Ugw0lp7_kIMzEf0kCgd4AaABAg,0,0
63,Bring fing,NISHANT 10B,UgynO4fBQ2qgkfRfCM54AaABAg,0,0
64,Sri Guru Nanak Devi Ji's photo is zakir khan's background❤❤❤❤❤🙏🙏🙏🙏🙏🙏🙏,Gurveer Toor,Ugy9e7ZpFy1v8KLU6dl4AaABAg,0,0
65,Farzi mushayra bilkul hi farzi h koi maza nhi  isliye nhi dekhte,Khan Afreen,UgwEY2zai3YnSoZKOQN4AaABAg,0,0
66,"Gopal Ji in Farzi Mushaira

""Pehle usne 
Ras kaha
fir Gul kaha
fir Le kaha

Iss tarah zaalim ne Rasgulle k tukde tukde kar diye""",Suraj Singh,Ugyw0FG0pB7xpm43Hfd4AaABAg,0,0
67,Aaj Mazza nahi aaya..:(,FreakiZH0DeVil,Ugz3LC3XFZY4oTPUYU94AaABAg,0,0
68,You Is the because.,PRATIK JADHAV,UgxiZ6Ikjl3y9zBG-QV4AaABAg,0,0
69,"I am having a blast Tanmay, ""you is the because"" 😅",Uzify 1,UgzbSFzm6TJeSFJefh94AaABAg,1,0
70,"""You is the Because""",Ratan Wasekar,UgyvZJhzpjPyjVsWj3B4AaABAg,0,0
71,Monday ke EOD acha ho Gaya OP you are the Because,Vipin Joshi,Ugx9isMFPcE_QqOULMR4AaABAg,0,0
72,laughing hard you is the because🤣🤣,samiksha agarwal,UgwjUAS7IJI9UlAZH114AaABAg,0,0
73,Only her for zakir,Aman Khan,Ugws9B2vaHpzM5SIC154AaABAg,0,0
74,Vishal spoke only 16 words.... just saying. 😅,Sameer Inamdar,UgywmUPzmWwACeEE5ZN4AaABAg,0,0
75,The Best Jokes Ever But Hassan ke khichai zayada nahi kar de 😂😂😂,Hassan Khan,UgyI8FOSdPtAkC_jatF4AaABAg,0,0
76,The reason for happiness is You Is The Because,Miheer Gajinkar,Ugx2gEDeeBP-S-WxEKh4AaABAg,1,0
77,i have tears of joy  you is the because,Neeraj Pasalkar,UgyCRNV_EFIfWY1ZITx4AaABAg,0,0
78,I love watching YouTube videos and tanmay you is the because 😌,Deepshikha's world,UgzHWzx7Acxo-geHqch4AaABAg,0,0
79,Everyone is happy yes you is the because 😂,Devashish Raut,UgxOT9KMSKo9n2Wz6D14AaABAg,0,0
80,8:46 😂😂,hashim Rehman,Ugwd5e_uopbxpL1RJAx4AaABAg,1,0
81,Andaz apna apna movie mein govinda aur juhi Chawla kaise zakir bhai?!?? Wo amir aur raveena they 😁😁,Mayuresh Shinde,UgyABZVRC_UAhdyKZOB4AaABAg,0,0
82,You are the because,Toufique Ahmed,UgxCa47CDaku1YBo7cR4AaABAg,0,0
83,It wasn't funny this time 😕🙂,tharun ,Ugyc2aRHDKedgrDnnXR4AaABAg,0,0
84,"I am happy
You is the because",Hitman,UgxfIybWwiq1TOAjig14AaABAg,0,0
85,Bhai something is not right between tanmay and zakir.....the old warmth is definitely missing.....zakir is touring a lot and was absent from a lot of tanmay content.....hopefully they patch it soon😔😔,K Gopal,UgzTmSU0pofu6kiUozJ4AaABAg,0,0
86,"i respect everyone who were involved in this
seriously the best price that i've ever seen on
YouTube.HATS OFF TO YOU ALLI LOVE YOUR
VIDEO Al So!",100 suscriber challenge with 0 video,Ugz8WQtaOgVmom0WKmx4AaABAg,0,0
87,"i respect everyone who were involved in this
seriously the best price that i've ever seen on
YouTube.HATS OFF TO YOU ALLI LOVE YOUR
VIDEO Al So!",100 suscriber challenge with 0 video,UgzwWGWm_vbWXi7PNKp4AaABAg,0,0
88,"I'm really proud that they've reached this level. They're the queens of K-pop. I really love you, Blackpink.",NTS navi timli song,UgyUvW9J5PxvpxRQMB54AaABAg,0,0
89,Op,Gaming zone,UgwNHWk2d2C3nOob55p4AaABAg,0,0
90,"I laughed alot
U is the beacuse😂",Manveer Kamboj,UgzXSxp_6o-s2XuUbXJ4AaABAg,0,0
91,andaz apna apna mei govinda ??? :O,Vardhman Mehta,Ugz_cHTBehBQFFzjl5V4AaABAg,0,0
92,मेरा चैनल है 🤷🤷🤷 मेरा टैंक चैनल है 🙅🙅🙅 मेरे चैनल तुम्हारी मदद हो सकती,yogesh  pasta block,UgzQOGUVctmLxwSKW9t4AaABAg,0,0
93,Your Mr x movie acting was too good 😂,Harsh Chakravarty,UgzBpEPUhguxpqo7Dgp4AaABAg,1,0
94,You is the because i will subscribe,rohit rajpurohit,UgznIMF3jgfj0vTuuVR4AaABAg,0,0
95,Can't say I'm feeling proud as Pakistani 🤣,Rabia Rabnawaz,UgzXQK7m5oIhyxLZ6Ut4AaABAg,0,0
96,Bhai chhota channel 🙏🙏🙏🙏 isliye koi😭😭 subscribe nhi ❤️❤️❤️krta koi ham ki suno 😘😘🇮🇳🇮🇳 subscribe karo bhai 🙏 ma ki kasam🙏,Uttar Pradesh93 roasting,UgxmCQelRpnj-9dn5s54AaABAg,0,0
97,You is the because...... 😂,Sankalp Agarwal,UgyQDJnFY5m5U3Devk94AaABAg,0,0
98,You must’ve not got the meme about “Peshawar main chaand nazar agya” actually According to islam moonsighting pr months aaty hn. Eid wghyra b chaand dekh kar manai jati hai or har saal jaldi eid karny k liye peshawar (city) k log announce krdyty hn k hamain nazr agya hai hum eid mana rhy hain baki sb bhaar mn jao😂,Ali Hasnain,UgwsNVBhp4dlLY3BNcx4AaABAg,0,0
99,Pakistani's are savage series with this OG gang ... the best thing on tanmay sir's youtube channel,saqlain malik,UgwvPhXIS0Qfr70QIP94AaABAg,0,0
100,"Tanmay I laughed too much 
You is the because",THE GAMER TEJ,UgyxU3NPD4lVdJ9T-X14AaABAg,0,0
101,4:41 khuda ki kudrat ko hi badal diya 🤣🤣😂😂😂😂😂🤣,Bong Guy,Ugx9UA-bxMrjCM4w70h4AaABAg,0,0
102,You is the because 🙏,Pradeep,UgyXzg6f3sW-5JBdB_N4AaABAg,0,0
103,U is the because😂😂,Atharv Bhosale,UgwDmsk2eFV2YbyZOcV4AaABAg,0,0
104,Wow trending on 27th.😝😝😝,shreyansi Dwivedi,UgwQEzL--R6h_oVcB_94AaABAg,0,0
105,"I tea drink , laugh and so do don't i die you is the because",CheezyGuy,UgyDpF6Gm23sstkb7nJ4AaABAg,0,0
106,Main ye video dekh paa raha hoo you is the because,mars,UgxP2zbRa_kCpLAAvAZ4AaABAg,0,0
107,I laughed my ass off “You is the because” 😂😂😂🤣🤣,Shahzaib Khan,Ugyo7qMQpSgwU0SH3pJ4AaABAg,0,0
108,Zakir bhai ko aise kabhi nahi bulate bas Pakistani are savage me bulate hai,Praveen Tiwary,UgzpCaXBz3A7j2236n94AaABAg,0,0
109,Tanmay bhai where is your wife,GREAT REVIEWS ,UgyJVFjn7A2Bky6Nwox4AaABAg,0,0
110,6:08 sahi kaha hai,Hassan,UgzUjALFhIVvUiPgYWR4AaABAg,4,0
111,Well this was long awaited…,Mehak,UgwfhjIBDk61_7DKXwV4AaABAg,1,0
112,"Your vedios are so famous in Pakistan,, because you are the because 😂",VipeR,UgyigcimZB4G1vhdnhR4AaABAg,0,0
113,0:48 acha hua modi ko nai bola warna video dekhne nai milti,Shabbir Mohd,UgwMMk2XI_9QkTwSoiZ4AaABAg,1,0
114,Tanmay i laughed so hard You is the because 🤣,Mujtaba Razvi,UgxwhiXlviElobZ-COB4AaABAg,1,0
115,"you is the because, another lovely one",Rohan Sharma,UgxEgYW2opixYFHmrsF4AaABAg,0,0
116,You is the because,JERRIN JOHNSON,UgxZWZ5nkfoix0w3w2x4AaABAg,0,0
117,at the back of zakir there is photo of guru nanak dev ji that was unexpeceted <3,harpreet singh,Ugz57T2eeQTjgqCT_Cl4AaABAg,0,0
118,"Date - 1 Aug 2022
Time - 6:00 A.M.
My Age - 18
Place - Colony Garden in Mandsaur Madhya Pradesh 
Reason of comment - Niche pd lena
Everyday morning I go to the colony garden for fresh air kyuki 7 baje baad toh gaadi ka dhua hi milta h isliye subah jaata hu lekin aaj me mobile leke gaya tha or jese hi mobile khola lock screen pr YouTube likha hua dekha or mene jese hi youtube khola sabse pehle ye video ka recommendation aaya or mene video khol li or mere paas earphone nahi the or aas paas some senior citizens were laughing loud so I also increased the sound of the video then the part come ki ye kaha se aate h buddo ko ese ideas and one came with ki beta ye Baal dhup me safed nahi kiye ...
Like who even asked you?",Suyashraj Singh Rathore,UgymKNsfRnlBkvMe0yV4AaABAg,0,0
119,"🔥🔥  main YouTuber  hun 🔥🔥
Mera YouTube channel gaming hai 🔥🔥
🔥🔥nice video 🔥🔥",11NUT,UgwEZrmA6VE9KV9Xekt4AaABAg,0,0
120,Love from Pakistan 💕😘💕,VipeR,UgyJY6id_rzNTkbNQk94AaABAg,1,0
121,I'm happy and laughing watching this right now... You is the because ❤️😂,Deep Sharma,Ugz6Tpg5wSKdZ2WmvIt4AaABAg,0,0
122,Please don’t invite Zakir. He tries too hard to be funny.,Juggernaut,UgyNSx0BVC1ghtQmqC94AaABAg,0,0
123,Lalit modi op in the chat 🤣🤣🤣,Shivam Rathore,UgyfbC7OLk_qC1i5unJ4AaABAg,1,0
124,Mumma is staring at me now..you is the because.... 🤣🤣,deepika jain,UgyBhy3f1VqZ7eWMNvh4AaABAg,0,0
125,din ban gaya ye post dekhke,Sanya,UgybnYGN0BkJ4nUBv4F4AaABAg,0,0
126,I’m laughing you is the because,Tasneem Alison,UgyS_Mdvi1uov8zMJO94AaABAg,0,0
127,"Had a good laugh after a long time
*You is the because* 💜",Mussharat Naaz,Ugyyxby3en6LioTJfER4AaABAg,0,0
128,You is the because,Abraham Poudel,Ugys22vuQtaYIl82xqB4AaABAg,0,0
129,You is the because !😂😂,Sanskar,Ugw2f3ovo5u0sel1Lnt4AaABAg,0,0
130,😂😂,Arcane,UgxybpIBUHo4JLymchN4AaABAg,0,0
131,Please next episode with fing,Kukushi,UgwuMkYs50-WR5VFX6R4AaABAg,0,0
132,Even you didn't open YouTube for 2 days you somehow know that Tanmay uploaded a video. Creepy,The Elysium,UgwtpfX4q752-1giGcJ4AaABAg,1,0
133,I am watching this video you is the because,baba ram,UgwEWrfiFkAIacLVbWd4AaABAg,0,0
134,Itna khush hun main you is the because..! 😂,Gaming King,Ugz8YOjMHuTk8U9SrwZ4AaABAg,0,0
135,Gandu log hapte mein  3 din aaya Karo,Babu madhesi,UgxdA00Hf1gG2Yl9RG14AaABAg,0,0
136,You should visit Pakistan ❤️,Juzer Iqbal,UgyMq2vZG2yZXa_UTld4AaABAg,0,1
137,Itna Pakistan achha lgata hai toh sale wahi qww ni bas jata,Techie Shivansh,UgyhwZrzLcl6ot35cJh4AaABAg,1,0
138,i will watch your every video from now. You is the because,Adik,UgyVTcJD8jD5BN9FMDN4AaABAg,0,0
139,"My mood's lifted , U Is The Because",Utkarsh,UgzHrlI7sfmEMtZs-o94AaABAg,0,0
140,Ye series e acha ha bss,〆SK乛M乇NGAL,UgztEwadGHLhe_uNlrZ4AaABAg,0,0
141,आप की परवरिश चाहे जितनी गरीबी में हुई लेकिन आपके माता -पिता ❤️❤️ का बुढ़ापा अमीरी में ना चाहिए ये आपकी जिम्मेदारी है 💖💖💖🙏🙏🙏🙏🙏,RSR Haunted Vlogs,UgwU-mGlXSKol5XO0TV4AaABAg,1,0
142,kal mera exam hai aur phir youtube pe video dekh raha hun you is the because tanmay🤣,Kakashi Hatake,UgwIZnSOOZSTbsmaiHB4AaABAg,0,0
143,Zakir bhai ke ghar me peeche Guru Govind ki photo rakhi hai.........❤❤😍😍 Bhai mast to hai....... bhai bhed bhav nahi karta chahe jaise bbhi,Saurabh Sahu,UgyHgxDyFU6OIBreqMF4AaABAg,1,1
144,You is the because,BanarasiBabu,UgzPuPz4sQrIQTBeBpZ4AaABAg,0,0
145,Rider Op After Every Episode Kala Hota ja Raha Hai😂😂,LOSER GamingYt,UgyN07TFW9mLI71R1Hd4AaABAg,0,0
146,We laugh ... Tamay You is the Because,Raina,UgyPhZQ23fHVg639-gJ4AaABAg,0,0
147,I laughing too much these days you is the because ! 😂,Aryan Gupta,UgyrIKB-UNuYnAGwVqR4AaABAg,0,0
148,Is episode me Mullo ki bahut bezatti ki hai...,Rajat Dubey,Ugwv6BeGl6bSZgbYQEF4AaABAg,0,0
149,i laughed too much after watching your video....You is the because Tanmay.,NOTxSHAHMIR,UgydWbqNj-iCM_ISt9x4AaABAg,0,0
150,Kullu oppp,Pratham Chaudhury,Ugxmwn03Y0QNXrfwux54AaABAg,0,0
151,"Tanmay : why you laugh so much
Me : You is the because😂😂",Shrinivas Gaming official,UgxwmXMIwhJcds96ywx4AaABAg,0,0
152,the cat washroom meme has a second part. the seller posted pics where the cat is actually pooping in a latrine in the bathroom,m n,UgyHhOBFcarRFjUvd394AaABAg,0,0
153,Being a Muslim we can see he has portray of Shri Guru Gobind Singh ji 🙏 Zakir khan u beauty 💫,rajat jindal,UgyvP3rjAuC8XpT7zUF4AaABAg,0,0
154,yaadon ki baraat😁,anshika dubey,UgyUc0OC_KWBHyDdKSh4AaABAg,0,0
155,Tanmay you is the because I not in depression,Toocool,UgwtSVnRNvLfHj6EblN4AaABAg,0,0
156,I'm Happy& Smiling....... @Tanmay&Team You is the because 🧡,Sakshi Maurya,Ugw2y5cA8xZLlFicHAp4AaABAg,0,0
157,Awesome Outro 😎,lily evans,Ugxehn1XsPQcaQs20st4AaABAg,0,0
158,"Mr ashish vidyarthi react on your video❤💟
You is the because",Akash Kumar,UgwgEPdbIhFgk93Dy1l4AaABAg,0,0
159,Lessssssgo,Irfan Wattoo,UgwrKRswUrcL6U9Zp1l4AaABAg,0,0
160,"Aaj ka din bann gya
Tanmay, you is the because.",Ekta Jain,UgxCapQP5M6MANY07UV4AaABAg,0,0
161,Kal mera papa gusar gaya. Iss video ko dar thora pain relief hua thank u sir.♥️,Mr. Desi Beast,UgzfEDdil7KKrV9h2Vt4AaABAg,0,0
162,I feel so good being a Pakistani subscriber. You is the because tanmay ❤️,sami jawad,UgxueHp_YeWZlFL8LPF4AaABAg,0,0
163,Zakir Bhai forgot movie name 🙂🙂,Sahil,Ugw4ZCtAwvtJ9Y0Lk8Z4AaABAg,0,0
164,"Dear Colgate, we don't need cofindence to smile, WE NEED THE REASON...
and the reason : Tanmay you is the because",Ekta Jain,UgzH_6j3Cj_1s7AS6YN4AaABAg,0,0
165,"Someone:tanmay aap bohat moty ho gy ho exercise kia karo..?
Tanmay*Ok har video k baad exercise krun ga
Meanwhile tanmay apna outro bnaa k Exercise krty huay**😂",Shami Mughal,Ugym35kB30p81kZ_k8l4AaABAg,0,0
166,i can't even imagine the future having writers like aaditya aka writer op 😂😂😂,KK,UgxhjrejPBquW3fpon54AaABAg,2,0
167,Heyyy tanmay pls call Zakir often,Kamlesh Rajput,Ugyd5x-kYL4ueyYOB114AaABAg,0,0
168,Nice,Sujal patil,UgyDwEnwz31H8zdrXEd4AaABAg,0,0
169,I lob kullu,Tia Saini,UgyinnwP-ZwQ8QkYTCl4AaABAg,0,0
170,I love to watch YouTube... Why? You is the because ❤,nisha kashyap,UgxUl0rcCvxoegLImjt4AaABAg,0,0
171,The way Tanmay reads the texts is my absolute favorite thing about these videos!,Sim_A,UgzGCCoQPETzTCO3Nxx4AaABAg,0,0
172,I made a Reaction Video.....You is the Because 😂😂😂😂😂,Ashish Vidyarthi Actor Vlogs,UgyJnMdIBFvCDtFE-dl4AaABAg,21,2
173,You is the because,Saiby Boban,UgxH6sbMgGZCpbUL4DV4AaABAg,0,0
174,Full Form of MILF ????? 🤣🤣🤣👏😂😂,Vikash Kumar,Ugx_X4C-OzBbJhTW4Yh4AaABAg,0,0
175,Tanmay you is the becoz.. Youtube is still Youtube 😋,Moin shariff,Ugz4R40JKU-fL47-OX94AaABAg,0,0
176,i think zakir loves pakistani savageness 😂,Vaishu,Ugwbdky4wrt5P3pkRJ14AaABAg,0,0
177,You is the because I love watching the videos,Captain Delta,UgwRF4Gj-qH6dGJ36Qh4AaABAg,0,0
178,Most shayaris in a single episode.,Super Boy,UgyPJVaAToW2mV2916d4AaABAg,0,0
179,I watch your videos.....you is the because,Samir Katkol,UgwnD4oUMKuGVZMtZxR4AaABAg,1,0
180,"This panel looks a bit incomplete,rohan joshi is the because😂",Veer,UgxI-uOa9t_1ECtcJ3Z4AaABAg,0,0
181,"Punjab Police: Mention those friends who sell you drugs 
Reply: @Punjab Pollice",Ruhaan Juneja,UgxXZO2Iczf-cJ8gij94AaABAg,0,0
182,"All the panelists I know and, tanmay you is the because",Jitendra Choudhary,UgxGWnKf0Bhm4BGD_5F4AaABAg,0,0
183,"life kaafi stress free chal rhi hai and Tanmay sir
YOU IS THE BECAUSE",Srishty jaiswal,UgzPhNH1Y6GxF9zof4p4AaABAg,0,0
184,Hasne k kitne paise dete ho bhai,Manish,UgyIH9uVJIZzEc-f-8J4AaABAg,0,0
185,Mustafa khan ka style hai,lakshay Mehndiratta,Ugy61xAdac7StMpXmfZ4AaABAg,0,0
186,14:46 outro is the best(10may) u is the because ✨🤤,G GAMING,UgzgYuxkCjw2aosL1Qh4AaABAg,1,0
187,Shauhar OP needs to be Fired ASAP!!,Prajwal Jadhav,UgxWp8EkU_nOli9hLyN4AaABAg,0,0
188,You is the because 😂,Top-C Gaming,UgwxK-kdbbDhVHF2Mp54AaABAg,0,0
189,saltafa fam,Ahmad Sarfraz,Ugz5ilBz5JPwvMl2B5Z4AaABAg,0,0
190,You is the because is so addictive 🤯,Avisha Sharma,Ugy_NY9lmdWkQvQNsbd4AaABAg,0,0
191,"Tanmay 
.....

You is the because",The SUPR Boy,UgzoDoQywQpeM_5gdRt4AaABAg,0,0
192,"The new baigan-
YOU IS THE BECAUSE😂😂",Ananya Tripathi IX-G Roll No. 11,Ugw0B8vCafR7ge-XvtR4AaABAg,1,0
193,FIR COMING SOON 🥲,Rochit Pandey,UgyHYMDR23_Exq_K5F54AaABAg,0,0
194,I loved this video...you is the because 😂,karan badlani,Ugyto304w0VQdB9TNfZ4AaABAg,0,0
195,you is the because <3,Vanya Sahu,UgzUadtG2EJ2VsCZO014AaABAg,0,0
196,Finallyyyy zakirrrrr ❤️❤️❤️,alina Saeed,UgzrwDvdlvg31ti1Lip4AaABAg,0,0
197,Farziiiii 😩,alina Saeed,UgyaQTUn12FlrRqS4R54AaABAg,0,0
198,I'm just gonna keep using You is the because now!,Muskaan Fatima,Ugza6DWL6ORptQQHKfN4AaABAg,0,0
199,Video was good but i am missing Rohan,Shivain Singh,UgxtPZ2C84nqDliWQYN4AaABAg,0,0
200,13:18 Punjab police trying to be friendly got to be the most wholesome thing ever 🥰🥰,S A,Ugw4DqL81fmCWZsMgL54AaABAg,6,0
201,"12:42                    6:33
motal of the story is do not waste your life for that hole",Nauman Khan,UgzjuXV4qPedHwNQmIZ4AaABAg,0,0
202,texts mein 24.52 kaise time ho sakta hai Bhai. @7:29,Mohit Jaripatke,UgxDmGlDwAp_Q4Jk7-x4AaABAg,0,0
203,"kullu so much fun <3 and demn zakir w the nanak ji, actually so nice :')",Sarthak Goel,Ugw8mRmwP49gCtsnjtR4AaABAg,0,0
204,He identifies as an 18 year old😅,Mish Hal abdul azeez,UgyxCMTDJz-XT_BSeSF4AaABAg,0,0
205,"Just spam ""you is the because "" 🗿🔥🤝",Prince Rathore,Ugx4nNAv1OMoUQppNGh4AaABAg,0,0
206,"Kitna bhi kmaa lu fr whi pase ki dikat 
Apki membership bhi khreed lu phir wahi pase ki dikat 🥲🥲🥲🥲",😈K A P T A N😈,UgwjghNIbR-5u_Dv1BB4AaABAg,0,0
